tender_no.,agency,tender_description,award_date,tender_detail_status,supplier_name,awarded_amt
CDVFDMETT15000053,Ministry of Social and Family Development - Family Development Group,Invitation to Tender for the Provision of Triple P Providers (Levels 2 and 3),2015-11-09,Awarded to Suppliers,UNLEASH & SOAR,159600.0
CDVFDMETT15000055,Ministry of Social and Family Development - Family Development Group,REQUEST FOR PROPOSAL (RFP) FOR THE STUDY ON DIVORCED AND WIDOWED SENIORS IN SINGAPORE,2015-12-31,Awarded to Suppliers,FEI YUE COMMUNITY SERVICES,101330.0
CDVFDMETT15000058,Ministry of Social and Family Development - Family Development Group,INVITATION TO TENDER FOR THE PROVISION OF SERVICES FOR THE SOCIAL DEVELOPMENT NETWORK SINGLES CELEBRATION 2016,2016-01-29,Awarded to Suppliers,ASIA PR WERKZ PTE. LTD.,28000.0
CDVFDMETT15000058,Ministry of Social and Family Development - Family Development Group,INVITATION TO TENDER FOR THE PROVISION OF SERVICES FOR THE SOCIAL DEVELOPMENT NETWORK SINGLES CELEBRATION 2016,2016-01-29,Awarded to Suppliers,CITY HOTELS PTE. LTD.,46761.0
CDVFDMETT15000058,Ministry of Social and Family Development - Family Development Group,INVITATION TO TENDER FOR THE PROVISION OF SERVICES FOR THE SOCIAL DEVELOPMENT NETWORK SINGLES CELEBRATION 2016,2016-01-29,Awarded to Suppliers,SINGLE POINT OF CONTACT PTE. LTD.,189815.0
CDVFDMETT15000059,Ministry of Social and Family Development - Family Development Group,Provision of Public Relations Service(s),2016-03-24,Awarded to Suppliers,HILL & KNOWLTON (SEA) PTE LTD,582120.0
CDVFDMETT15000060,Ministry of Social and Family Development - Family Development Group,Invitation to Tender for the Provision of Services to Organise Families for Life Picnics in 2016-2017,2016-04-12,Awarded to Suppliers,AUX MEDIA GROUP PTE. LTD.,756300.0
CDVFDMETT16000001,Ministry of Social and Family Development - Family Development Group,REQUEST FOR PROPOSAL (RFP) FOR THE EVALUATION STUDY ON DIVORCE SUPPORT PROGRAMMES,2016-08-18,Awarded to Suppliers,SRINIVASAN CHOKKANATHAN,247074.0
CDVFDMETT16000003,Ministry of Social and Family Development - Family Development Group,Invitation to Tender for the Provision of Event Management for Family Development Group,2016-04-18,Awarded to Suppliers,APE WORKS PTE. LTD.,105000.0
CDVFDMETT16000003,Ministry of Social and Family Development - Family Development Group,Invitation to Tender for the Provision of Event Management for Family Development Group,2016-04-18,Awarded to Suppliers,CARE (CARE ADVISORS RECRUITMENT ENTERPRISE) PTE. LTD.,6360.0
CDVFDMETT16000003,Ministry of Social and Family Development - Family Development Group,Invitation to Tender for the Provision of Event Management for Family Development Group,2016-04-18,Awarded to Suppliers,SHATEC INSTITUTES PTE. LTD.,7200.0
CDVFDMETT16000004,Ministry of Social and Family Development - Family Development Group,"Invitation to Tender for the Provision of Storage, Inventory Management and Delivery Services",2016-04-29,Awarded to Suppliers,UI-LI PRINT & SERVICES,76500.0
CDVFDMETT16000005,Ministry of Social and Family Development - Family Development Group,Provision of Digital Content Management Services for Families for Life,2016-06-17,Awarded to Suppliers,CARBON INTERACTIVE PTE. LTD.,511400.0
CDVFDMETT16000006,Ministry of Social and Family Development - Family Development Group,Invitation to Tender for the Provision of Triple P (Level 4 Group Teen) Providers,2016-07-11,Awarded to Suppliers,COMPASS LIFE,20400.0
CDVFDMETT16000006,Ministry of Social and Family Development - Family Development Group,Invitation to Tender for the Provision of Triple P (Level 4 Group Teen) Providers,2016-07-11,Awarded to Suppliers,CONNECT CONSULTANCY & TRAINING,19600.0
CDVFDMETT16000006,Ministry of Social and Family Development - Family Development Group,Invitation to Tender for the Provision of Triple P (Level 4 Group Teen) Providers,2016-07-11,Awarded to Suppliers,En Community Services Society,5680.0
CDVFDMETT16000006,Ministry of Social and Family Development - Family Development Group,Invitation to Tender for the Provision of Triple P (Level 4 Group Teen) Providers,2016-07-11,Awarded to Suppliers,METHODIST WELFARE SERVICES,6900.0
CDVFDMETT16000006,Ministry of Social and Family Development - Family Development Group,Invitation to Tender for the Provision of Triple P (Level 4 Group Teen) Providers,2016-07-11,Awarded to Suppliers,PROWIZ ASIA PTE. LTD.,14800.0
CDVFDMETT16000006,Ministry of Social and Family Development - Family Development Group,Invitation to Tender for the Provision of Triple P (Level 4 Group Teen) Providers,2016-07-11,Awarded to Suppliers,UNLEASH & SOAR,16200.0
CDVFDMETT16000008,Ministry of Social and Family Development - Family Development Group,"Provision of Curriculum Development, Training and Evaluation Services for a Programme Supporting Early Marriages",2016-09-22,Awarded to Suppliers,WONG YUH JU,424700.0
CDVHQ0ETT14000061,Ministry of Social and Family Development - Ministry Headquarter,APPOINTMENT OF A MANAGING CONTRACTOR FOR THE PROVISION OF FACILITIES MANAGEMENT SERVICES FOR MSF VOID DECK FACILITIES AND OFFICE SPACES FOR A PERIOD OF TWO (2) YEARS WITH AN OPTION TO EXTEND BY A FURTHER ONE (1) YEAR,2015-01-30,Awarded to Suppliers,CUSHMAN & WAKEFIELD FACILITIES & ENGINEERING (S) LTD.,3153335.0
CDVHQ0ETT14000066,Ministry of Social and Family Development - Ministry Headquarter,Invitation to Tender for the Provision of Services for Write In Simple English Movement,2015-03-10,Awarded to Suppliers,BRITISH COUNCIL (SINGAPORE) LIMITED,826680.0
CDVHQ0ETT14000072,Ministry of Social and Family Development - Ministry Headquarter,The Government of the Republic of Singapore c/o the Ministry of Social and Family Development invites you to submit a tender for the provision of Data Collection Services for the Evaluative Study on Elderly Support Facilities. The details of the services required are set out in the Requirement Specifications.,2015-01-28,Awarded to Suppliers,ML Research Consultants Pte Ltd,162500.0
CDVHQ0ETT14000079,Ministry of Social and Family Development - Ministry Headquarter,Provision of Event Management Services for MSF Volunteer Awards 2015,2015-01-12,Awarded to Suppliers,Pico Art International Pte Ltd,294480.0
CDVHQ0ETT14000082,Ministry of Social and Family Development - Ministry Headquarter,TENDER FOR CONDUCTING SOCIAL INVESTIGATION FOR 2 YEARS WITH THE OPTION TO EXTEND FOR 2 YEARS,2015-01-05,Awarded to Suppliers,THYE HUA KWAN MORAL CHARITIES LIMITED,428400.0
CDVHQ0ETT14000084,Ministry of Social and Family Development - Ministry Headquarter,"Provision of data collection and analysis services for the Social Service Office Division, Ministry of Social and Family Development, for a period of 6 months",2015-02-06,Awarded to No Suppliers,,0.0
CDVHQ0ETT14000087,Ministry of Social and Family Development - Ministry Headquarter,"Proposed New Erection Of A 2 Storey Social Service Office (SSO) On Lot Mk06-00931m(Pt) At Corporation Drive, Taman Jurong, Singapore",2015-02-04,Awarded to Suppliers,SH INTEGRATED SERVICES PTE. LTD.,2992850.0
CDVHQ0ETT14000088,Ministry of Social and Family Development - Ministry Headquarter,The Government of the Republic of Singapore c/o the Ministry of Social and Family Development invites you to submit a tender for the media planning of a public awareness campaign on problem gambling for the NCPG.,2015-01-30,Awarded to Suppliers,GOLDEN VILLAGE MULTIPLEX PTE LTD,50000.0
CDVHQ0ETT14000088,Ministry of Social and Family Development - Ministry Headquarter,The Government of the Republic of Singapore c/o the Ministry of Social and Family Development invites you to submit a tender for the media planning of a public awareness campaign on problem gambling for the NCPG.,2015-01-30,Awarded to Suppliers,IPG MEDIABRANDS (SINGAPORE) PTE. LTD.,106200.0
CDVHQ0ETT14000088,Ministry of Social and Family Development - Ministry Headquarter,The Government of the Republic of Singapore c/o the Ministry of Social and Family Development invites you to submit a tender for the media planning of a public awareness campaign on problem gambling for the NCPG.,2015-01-30,Awarded to Suppliers,MEDIACORP PTE. LTD.,372497.38
CDVHQ0ETT14000088,Ministry of Social and Family Development - Ministry Headquarter,The Government of the Republic of Singapore c/o the Ministry of Social and Family Development invites you to submit a tender for the media planning of a public awareness campaign on problem gambling for the NCPG.,2015-01-30,Awarded to Suppliers,SINGAPORE PRESS HOLDINGS LIMITED,155432.0
CDVHQ0ETT14000088,Ministry of Social and Family Development - Ministry Headquarter,The Government of the Republic of Singapore c/o the Ministry of Social and Family Development invites you to submit a tender for the media planning of a public awareness campaign on problem gambling for the NCPG.,2015-01-30,Awarded to Suppliers,STARLIGHT ADVERTISING (PTE) LTD.,157731.65
CDVHQ0ETT14000090,Ministry of Social and Family Development - Ministry Headquarter,The Government of the Republic of Singapore c/o the Ministry of Social and Family Development invites you to submit a tender for the provision of services for Revocation of Casino Self-Exclusion and Voluntary Visit Limit.,2015-04-07,Awarded to Suppliers,INSTITUTE OF MENTAL HEALTH,516840.0
CDVHQ0ETT14000090,Ministry of Social and Family Development - Ministry Headquarter,The Government of the Republic of Singapore c/o the Ministry of Social and Family Development invites you to submit a tender for the provision of services for Revocation of Casino Self-Exclusion and Voluntary Visit Limit.,2015-04-07,Awarded to Suppliers,THE RESILIENZ CLINIC PTE. LTD.,191000.0
CDVHQ0ETT14000091,Ministry of Social and Family Development - Ministry Headquarter,Invitation To Tender (ITT) for the Provision of Counter and Administration Support Services for Ministry of Social and Family Development.,2015-04-17,Awarded to Suppliers,ST ELECTRONICS (E-SERVICES) PTE. LTD.,3516960.0
CDVHQ0ETT14000094,Ministry of Social and Family Development - Ministry Headquarter,"Invitation to Tender for the supply, delivery, installation, testing, commissioning, operations and maintenance of an Enterprise Single Sign-On (ESSO) Software, Hardware and Services for Ministry of Social and Family Development (MSF).",2015-03-12,Awarded to No Suppliers,,0.0
CDVHQ0ETT14000096,Ministry of Social and Family Development - Ministry Headquarter,"Proposed A&A works to existing vacant premises on 2nd storey of Blk 5 Beach Rd and to part of the existing void deck on 1st storey at Blk 13 Bedok South Rd, Blk 121 Bt Merah View and Blk 190 Boon Lay Drive to Senior Activity Centre",2015-03-04,Awarded to Suppliers,ASA CONTRACTS PTE. LTD.,897000.0
CDVHQ0ETT15000001,Ministry of Social and Family Development - Ministry Headquarter,ITT for the provision of corporate mobile phones and lines for Ministry of Social and Family Development,2015-03-24,Awarded to Suppliers,M1 LIMITED,180000.0
CDVHQ0ETT15000007,Ministry of Social and Family Development - Ministry Headquarter,MSF will be conducting 9 runs (6 confirmed and 3 optional) of Career Conversations Workshops to enable MSF People Managers to engage their direct reports positively and effectively in performance and development discussions. The workshop will equip participants with the skills to plan and conduct effective career conversations by leveraging on the framework provided by the new HRMS Staff Appraisal Report and Individual Development Plan modules.,2015-03-11,Awarded to No Suppliers,,0.0
CDVHQ0ETT15000012,Ministry of Social and Family Development - Ministry Headquarter,EVALUATIVE STUDY ON EFFECTIVENESS OF SOCIAL ASSISTANCE SCHEME TO IMPROVE FAMILIES FINANCIAL AND SOCIAL SITUATION,2015-04-23,Awarded to Suppliers,KPMG SERVICES PTE. LTD.,118000.0
CDVHQ0ETT15000016,Ministry of Social and Family Development - Ministry Headquarter,MSF will be conducting 9 runs (6 confirmed and 3 optional) of Career Conversations Workshops to enable MSF People Managers to engage their direct reports positively and effectively in performance and development discussions. The workshop will equip participants with the skills to plan and conduct effective career conversations by leveraging on the framework provided by the new HRMS Staff Appraisal Report and Individual Development Plan modules.,2015-07-08,Awarded to Suppliers,SUCCESS STRATEGY (PTE) LTD,40500.0
CDVHQ0ETT15000024,Ministry of Social and Family Development - Ministry Headquarter,Invitation to Tender for the Provision of Audit Services for MSF-funded Programmes for one year with option to extend for another year,2015-06-19,Awarded to Suppliers,PROTIVITI PTE. LTD.,180600.0
CDVHQ0ETT15000025,Ministry of Social and Family Development - Ministry Headquarter,"Appointment of Term Contractor for a Term of Two (2) years with an Option to Extend for a Further One (1) Year for Proposed Development Works at HDB Void Deck, Rental Units and MSF Premises in Singapore",2015-08-26,Awarded to Suppliers,SUCCESS FOREVER CONSTRUCTION & MAINTENANCE PTE LTD,18.68
CDVHQ0ETT15000026,Ministry of Social and Family Development - Ministry Headquarter,Invitation to tender for a public awareness campaign on problem gambling for the National Council on Problem Gambling (NCPG),2015-09-03,Awarded to No Suppliers,,0.0
CDVHQ0ETT15000027,Ministry of Social and Family Development - Ministry Headquarter,"Invitation to Tender for the Provision of Group Sharing Mobile Broadband Subscriptions Plans for Social Service Office Division, Ministry of Social and Family Development",2015-07-01,Awarded to Suppliers,BTW Technology Pte Ltd,63504.0
CDVHQ0ETT15000034,Ministry of Social and Family Development - Ministry Headquarter,Invitation to tender for the appointment of a contractor for the proposed upgrading and alterations of offices in Singapore Girls' Home,2015-10-05,Awarded to Suppliers,D'ASSOCIATES CONSTRUCTION PTE LTD,152810.0
CDVHQ0ETT15000035,Ministry of Social and Family Development - Ministry Headquarter,Invitation to tender for the appointment of a Managing Contractor for the provision of facilities management services for MSF facilities at 141 Redhill Road Singapore 158828 for a period of two (2) years with an option to extend by a further one (1) year,2015-10-28,Awarded to Suppliers,CUSHMAN & WAKEFIELD FACILITIES & ENGINEERING (S) LTD.,3580767.0
CDVHQ0ETT15000036,Ministry of Social and Family Development - Ministry Headquarter,Invitation To Tender For The Proposed Design and Build Project  For  The Strengthening of Slope at Existing Registry of Marriage For Ministry of Social & Family Development,2015-10-13,Awarded to Suppliers,RYOBI GEOTECHNIQUE INTERNATIONAL PTE. LTD.,335000.0
CDVHQ0ETT15000037,Ministry of Social and Family Development - Ministry Headquarter,Invitation to tender for the provision of healthcare and hygiene consumables,2015-07-16,Awarded to No Suppliers,,0.0
CDVHQ0ETT15000038,Ministry of Social and Family Development - Ministry Headquarter,Proposed Development of EIPIC Centre at Blk 661 Hougang Avenue 4 / 660 Hougang Avenue 8 Singapore 530660 & 530661,2015-09-04,Awarded to Suppliers,ASA CONTRACTS PTE. LTD.,868000.0
CDVHQ0ETT15000039,Ministry of Social and Family Development - Ministry Headquarter,Invitation to tender for the provision of healthcare and hygiene consumables,2015-08-31,Awarded to Suppliers,ST Logistics Pte. Ltd.,1584628.0
CDVHQ0ETT15000040,Ministry of Social and Family Development - Ministry Headquarter,Invitation to Tender for the Provision of Services of Security Officers/Protection Officers During Hearing Sessions at the National Council on Problem Gambling,2015-12-31,Awarded to No Suppliers,,0.0
CDVHQ0ETT15000041,Ministry of Social and Family Development - Ministry Headquarter,Tender for Additions & Alterations to Existing Unit #01-413 for Use as Social Service Office at 1st Storey of Block 662 Hougang Avenue 4 on Lot 09257P MK 22,2016-01-28,Awarded to Suppliers,ROYAL 88 INTERIOR DESIGN PTE LTD,466800.0
CDVHQ0ETT15000042,Ministry of Social and Family Development - Ministry Headquarter,Invitation to Tender for the Provision of Audit Services at Student Care Centres and Kindergartens Administering Government Subsidy Schemes,2015-10-06,Awarded to Suppliers,AUDIT ALLIANCE LLP,38066.8
CDVHQ0ETT15000043,Ministry of Social and Family Development - Ministry Headquarter,Invitation to Tender for the Provision of a Mass Fever Screening System,2015-12-07,Awarded to Suppliers,OMNISENSE SYSTEMS PRIVATE LIMITED,95000.0
CDVHQ0ETT15000046,Ministry of Social and Family Development - Ministry Headquarter,Invitation to Tender for Proposed New Erection of 4/5 Storey Adult Disability Home at Sembawang Walk on Lot 05739T PT MK13 (Sembawang Planning Area),2015-12-21,Awarded to Suppliers,H P CONSTRUCTION & ENGINEERING PTE LTD,15944584.0
CDVHQ0ETT15000047,Ministry of Social and Family Development - Ministry Headquarter,Invitation to Tender for the Management of ComCare Hotline Call Service (2-Year Contract),2015-11-13,Awarded to Suppliers,TELE-CENTRE SERVICES PTE LTD,2586000.0
CDVHQ0ETT15000048,Ministry of Social and Family Development - Ministry Headquarter,Invitation to Tender for the Provision of an Integrated Media Plan for a Public Awareness Campaign on Problem Gambling For the National Council on Problem Gambling (NCPG),2016-01-20,Awarded to Suppliers,GOLDEN VILLAGE PICTURES PTE LTD,50000.0
CDVHQ0ETT15000048,Ministry of Social and Family Development - Ministry Headquarter,Invitation to Tender for the Provision of an Integrated Media Plan for a Public Awareness Campaign on Problem Gambling For the National Council on Problem Gambling (NCPG),2016-01-20,Awarded to Suppliers,I.M COMMUNICATIONS PTE. LTD.,529942.3
CDVHQ0ETT15000048,Ministry of Social and Family Development - Ministry Headquarter,Invitation to Tender for the Provision of an Integrated Media Plan for a Public Awareness Campaign on Problem Gambling For the National Council on Problem Gambling (NCPG),2016-01-20,Awarded to Suppliers,MEDIACORP PTE. LTD.,94768.69
